
[+] Resolving hosts from [ host.txt ]
+-----------------------------------------------------------------------------+-----------------+-------+
| Hostname                                                                    | IP              | RType |
| csom.uskt.edu.pk                                                            | 206.72.198.158  |   A   |
| cspapi.punjab.gov.pk                                                        | 103.226.217.186 |   A   |
| csr.sbp.org.pk                                                              | 117.20.16.123   |   A   |
| csrd.neduet.edu.pk                                                          | 111.68.110.16   | CNAME |
| csrs.uskt.edu.pk                                                            | 206.72.198.158  |   A   |
| css.icbb.vu.edu.pk                                                          | 104.21.26.189   | CNAME |
| css.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| cssp.pu.edu.pk                                                              | 111.68.103.27   |   A   |
| cst.kp.gov.pk                                                               | 175.107.63.150  |   A   |
| csv.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| csvr.punjab.gov.pk                                                          | 103.226.216.212 |   A   |
| csx.pmd.gov.pk                                                              | 203.124.42.75   |   A   |
| ct.kp.gov.pk                                                                | 175.107.63.150  |   A   |
| ctb.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| ctc.pmd.gov.pk                                                              | 203.124.42.75   |   A   |
| ctc.pyo.org.pk                                                              | 23.111.141.26   |   A   |
| ctd.pmd.gov.pk                                                              | 203.124.42.75   |   A   |
| ctd.punjabpolice.gov.pk                                                     | 103.226.216.148 |   A   |
| ctdfir.punjab.gov.pk                                                        | 103.226.216.148 |   A   |
| ctdtracking.punjab.gov.pk                                                   | 103.226.216.149 |   A   |
| cte.itu.edu.pk                                                              | 103.226.216.182 |   A   |
| ctell.aiou.edu.pk                                                           | 45.64.25.22     |   A   |
| ctg.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| cti.pmd.gov.pk                                                              | 203.124.42.75   |   A   |
| cti.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| ctio.uskt.edu.pk                                                            | 206.72.198.158  |   A   |
| ctl.umt.edu.pk                                                              | 172.67.73.182   |   A   |
| ctp.uop.edu.pk                                                              | 121.52.147.19   | CNAME |
| ctpindhhighcollegency_eteamis.lesco.gov.pk                                  | 65.254.231.115  |   A   |
| ctpindhhighcollegency_eteamis.rmckpk.pmd.gov.pk                             | 203.124.42.75   |   A   |
| ctpinventory.punjab.gov.pk                                                  | 103.226.216.238 |   A   |
| ctplcbas.punjab.gov.pk                                                      | 103.226.217.145 |   A   |
| ctpmultan.punjabpolice.gov.pk                                               | 103.226.217.56  |   A   |
| ctr.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| cts.kp.gov.pk                                                               | 175.107.63.150  |   A   |
| cts.org.pk                                                                  | 18.202.209.187  |   A   |
| cts.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
